CD_OPERADO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
410357;2,99804E+12;SÃO THIAGO ASSIST. MEDICO HOSPITALAR S/C LTDA;;Medicina de Grupo;23/12/1999;22/10/2002;Ausência de operação
415430;4,81988E+12;SÓ ODONTO - ODONTÓLOGOS ASSOCIADOS LTDA.;SO ODONTO;Odontologia de Grupo;14/02/2006;28/04/2008;Descumprimento da RN n.º 100/2005
416878;9,44997E+12;SÓ ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA;SÓ ODONTOLOGIA;Odontologia de Grupo;02/03/2009;07/11/2018;Ausência de operação
407321;2,89504E+12;TABCHOURY & SANTOS;PRODOR;Medicina de Grupo;16/08/1999;10/12/2001;Pedido de cancelamento
415375;1,48641E+12;TAFISA BRASIL S.A;TAFISA;Autogestão;19/12/2005;30/11/2011;Pedido de cancelamento
422100;3,49092E+13;TALENT ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;28/01/2020;07/12/2021;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
330141;1,65464E+12;TAVARES BASTOS SERVIÇOS DE SAÚDE LTDA;OMEGA SERVICE GESTÃO EM SAÚDE;Medicina de Grupo;23/12/1998;16/05/2013;Descumprimento de disposição legal
333379;5,9275E+13;TEATRO IMPRENSA PROD.ARTÍSTICAS S/C LTDA;TEATRO IMPRENSA PRODUÇÕES ARTÍSTICAS S/C LTDA;Autogestão;02/02/1999;13/04/2005;Pedido de cancelamento
420221;4,75093E+12;TECNICAX ADMINISTRADORA DE BENEFICIOS DE SAUDE SS LTDA;TECNICAX;Administradora de Benefícios;11/10/2016;25/04/2019;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
410195;3,25031E+13;TECNODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA;;Odontologia de Grupo;08/12/1999;25/09/2001;Pedido de cancelamento
415022;4,53614E+13;TECUMSEH DO BRASIL LTDA.;TECUMSEH DO BRASIL LTDA;Autogestão;30/11/2004;05/09/2007;Pedido de cancelamento
37583;1,66948E+13;TEKSID DO BRASIL LTDA;;Autogestão;24/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
31182;2,36965E+12;TELAIMA CELULAR S/A;TELAIMA CELULAR S/A;Autogestão;28/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
410551;2,55813E+12;TELE CENTRO OESTE CELULAR PARTICIPAÇÕES S/A;TELE CENTRO OESTE CELULAR;Autogestão;21/02/2000;22/03/2002;Pedido de cancelamento
388947;2,33298E+12;TELEACRE CELULAR S/A;TELEACRE CELULAR;Autogestão;24/12/1998;22/03/2002;Pedido de cancelamento
410578;2,32003E+12;TELEBRASILIA CELULAR S/A;TELEBRASILIA CELULAR;Autogestão;21/02/2000;22/03/2002;Pedido de cancelamento
359840;3,36701E+11;TELECOMUNICAÇOES BRASILEIRAS S/A - TELEBRAS;TELEBRAS;Autogestão;05/01/1999;19/07/2002;Pedido de cancelamento
356646;1,51373E+13;TELECOMUNICAÇOES DA BAHIA S/A;TELEBAHIA;Autogestão;28/12/1998;19/07/2002;Pedido de cancelamento
317667;58578000107;TELECOMUNICAÇOES DE BRASILIA S/A;TELEBRASILIA;Autogestão;24/12/1998;07/12/2000;Pedido de cancelamento
317152;1,57126E+12;TELECOMUNICAÇOES DE GOIAS S/A;TELEGOIAS;Autogestão;24/12/1998;13/08/2001;Pedido de cancelamento
310794;3,46652E+12;TELECOMUNICAÇOES DE MATO GROSSO DO SUL S/A;TELEMS;Autogestão;22/12/1998;04/04/2002;Pedido de cancelamento
34142;2,46702E+13;TELECOMUNICAÇOES DE MATO GROSSO S.A;TELEMAT;Autogestão;28/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
308153;1,71842E+13;TELECOMUNICAÇOES DE MINAS GERAIS S.A TELEMIG;TELEMIG;Autogestão;22/12/1998;19/07/2002;Pedido de cancelamento
306720;1,08198E+13;TELECOMUNICAÇOES DE PERNAMBUCO S/A - TELPE;TELPE;Autogestão;28/12/1998;01/11/2001;Pedido de cancelamento
319392;5,90488E+12;TELECOMUNICAÇOES DE RONDONIA S/A - TELERON;;Autogestão;24/12/1998;04/04/2002;Pedido de cancelamento
338061;5,93457E+12;TELECOMUNICAÇOES DE RORAIMA S/A;TELAIMA;Autogestão;23/12/1998;19/07/2002;Pedido de cancelamento
313831;8,38972E+13;TELECOMUNICAÇOES DE SANTA CATARINA;TELESC;Autogestão;05/01/1999;04/04/2002;Pedido de cancelamento
364991;4,36427E+13;TELECOMUNICAÇOES DE SAO PAULO S. A. - TELESP;TELEFÔNICA;Autogestão;28/12/1998;19/07/2002;Pedido de cancelamento
338010;1,30793E+13;TELECOMUNICAÇOES DE SERGIPE S/A;TELERGIPE;Autogestão;23/12/1998;19/07/2002;Pedido de cancelamento
305821;4,03037E+12;TELECOMUNICAÇOES DO ACRE S/A;TELEACRE;Autogestão;22/12/1998;04/04/2002;Pedido de cancelamento
318086;5,96542E+12;TELECOMUNICAÇOES DO AMAPA S/A;TELEAMAPA;Autogestão;22/12/1998;19/07/2002;Pedido de cancelamento
31204;4,55908E+12;TELECOMUNICAÇOES DO AMAZONAS S/A - TELAMAZON;TELECOMUNICAÇOES DO AMAZONAS S/A - TELAMAZON;Autogestão;29/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
338869;7,07281E+12;TELECOMUNICAÇOES DO CEARA S/A - TELECEARA;TELECEARA;Autogestão;17/12/1998;19/07/2002;Pedido de cancelamento
320773;2,81402E+13;TELECOMUNICAÇOES DO ESPIRITO SANTO S/A / TELEST;TELEST;Autogestão;21/12/1998;19/07/2002;Pedido de cancelamento
382949;6,27463E+12;TELECOMUNICAÇOES DO MARANHAO S/A;TELMA;Autogestão;29/12/1998;19/07/2002;Pedido de cancelamento
31101;4,81541E+12;TELECOMUNICAÇOES DO PARA S/A;TELEPARA;Autogestão;28/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
354546;6,84788E+12;TELECOMUNICAÇOES DO PIAUI S/A - TELEPISA;TELEPISA;Autogestão;18/12/1998;19/07/2002;Pedido de cancelamento
326691;3,30001E+13;TELECOMUNICAÇOES DO RIO DE JANEIRO S/A - TELERJ;;Autogestão;17/12/1998;19/07/2002;Pedido de cancelamento
341312;8,40825E+12;TELECOMUNICAÇOES DO RIO GRANDE DO NORTE S/A - TELERN;TELERN;Autogestão;21/12/1998;18/10/2001;Pedido de cancelamento
410101;8,82731E+12;TELECOMUNICAÇÕES DA PARAÍBA S/A - TELPA;TELEMAR-PB;Autogestão;02/12/1999;18/10/2001;Pedido de cancelamento
407275;1,22864E+13;TELECOMUNICAÇÕES DE ALAGOAS S/A TELASA;TELASA;Autogestão;16/03/1999;19/07/2002;Pedido de cancelamento
410837;2,34151E+12;TELEGOIÁS CELULAR S/A;TELEGOIÁS CELULAR;Autogestão;21/02/2000;22/03/2002;Pedido de cancelamento
410586;2,34082E+12;TELEMAT CELULAR S/A;TELEMAT CELULAR;Autogestão;21/02/2000;20/04/2001;Pedido de cancelamento
410853;2,33149E+12;TELEMS CELULAR S/A;TELEMS CELULAR;Autogestão;21/02/2000;06/06/2001;Pedido de cancelamento
410659;2,33795E+12;TELERON CELULAR S/A;TELERON CELULAR;Autogestão;21/02/2000;22/03/2002;Pedido de cancelamento
408018;2,31913E+12;TELESP CELULAR S/A;TELESP CELULAR;Autogestão;06/09/1999;19/07/2002;Pedido de cancelamento
35671;7,27964E+13;TEMA TERRA DISTRIBUIDORA DE MAQUINAS S.A.;TEMA TERRA;Autogestão;30/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
361;4,57072E+12;TEMPO SAÚDE PARTICIPAÇÕES S.A.;;Seguradora Especializada em Saúde;02/08/2001;27/11/2014;Pedido de cancelamento
419478;1,97267E+13;TEN ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;02/09/2014;11/03/2022;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
320170;7,45068E+13;TENSHI ASSISTENCIA MÉDICA S/C LTDA.;TENSHI ASSISTENCIA MÉDICA;Medicina de Grupo;18/12/1998;07/04/2008;Descumprimento da RN n.º 100/2005
343366;5,85061E+13;THOMSON TUBE COMPONENTS BELO HORIZONTE LTDA;;Autogestão;24/12/1998;19/07/2002;Pedido de cancelamento
338184;9,03478E+13;THYSSENKRUPP ELEVADORES S. A.;THYSSENKRUPP ELEVADORES S.A;Autogestão;30/12/1998;26/01/2010;Pedido de cancelamento
410446;1,82393E+12;TIME LIFE ASSISTÊNCIA ODONTOLÓGICA;ODONTO TIME;Odontologia de Grupo;18/01/2000;22/10/2002;Ausência de operação
349844;3,30607E+13;TMD FRICTION DO BRASIL S/A;COBREQ;Autogestão;22/12/1998;13/09/2016;Pedido de cancelamento
407542;3,34448E+12;TOLEDO & LINS LTDA;PRONTOPLAN;Medicina de Grupo;20/08/1999;16/05/2013;Pedido de cancelamento
405353;3,20767E+12;TOP - CARD ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA .;TOP - CARD;Medicina de Grupo;24/06/1999;19/09/2007;Descumprimento da RN n.º 100/2005
405647;8,19107E+13;TOP TRATAMENTO ODONTOLOGICO PERSONALIZADO S/C LTDA;TOP ODONTOLOGIA;Odontologia de Grupo;01/07/1999;17/01/2008;Descumprimento da RN n.º 100/2005
415197;5,79109E+12;TOPMED ASSISTÊNCIA À SAÚDE LTDA.;TOPMED SAÚDE;Medicina de Grupo;19/04/2005;21/10/2013;Pedido de cancelamento
307246;6,14071E+13;TOSHIBA DO BRASIL S/A;TOSHIBA DO BRASIL S/A;Autogestão;24/12/1998;31/10/2007;Descumprimento da RN n.º 100/2005
417726;8,93354E+12;TOTAL CLUBE DE BENEFÍCIOS ASSISTENCIAIS LTDA;;Administradora de Benefícios;20/12/2010;14/05/2015;Descumprimento de disposição legal
37179;2,87155E+12;TOTAL SAÚDE - ASSESSORIA E ASSISTÊNCIA MÉDICA S/C LTDA.;TOTAL SAÚDE;Medicina de Grupo;25/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
402231;1,22905E+12;TOTAL SAÚDE CONSULTORIA E ASSISTÊNCIA MÉDICA LTDA;TOTALSAÚDE;Medicina de Grupo;17/03/1999;08/11/2007;Descumprimento da RN n.º 100/2005
325619;2,4741E+12;TRACTEBEL ENERGIA S.A.;;Autogestão;24/12/1998;19/09/2007;Pedido de cancelamento
304409;7,2376E+13;TRATOS CLÍNICA ODONTOLÓGICA S/A LTDA;TRATOS CLINICA ODONTOLÓGICA;Odontologia de Grupo;20/01/1999;14/12/2007;Pedido de cancelamento
5746;3,30574E+13;TREVOBANORTE SEGURADORA S/A;;Seguradora;16/12/1998;22/03/2002;Adequação à Lei no. 10.185/2001
351571;1,29858E+12;TRIBUNAL REGIONAL DO TRABALHO DA TERCEIRA REGIAO;TRTER SAUDE - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR, PSICOSSOCI;Autogestão;23/12/1998;22/08/2001;Por tratar-se de Pessoa Jurídica de Direito Público
326224;5,44474E+13;TROPICO EQUIPAMENTOS ELÉTRICOS E ILUMINAÇAO IND. E COM. LTDA.;TRÓPICO;Autogestão;22/12/1998;07/12/2000;Pedido de cancelamento
325392;6,08573E+13;TRW AUTOMOTIVE SOUTH AMERICA S/A;;Autogestão;06/01/1999;02/05/2002;Pedido de cancelamento
359530;5,47234E+13;TUPA CLINICAS-ASSISTENCIA MÉDICA E HOSPITALAR S/C LTDA;TUPA CLINICAS;Medicina de Grupo;30/12/1998;12/09/2000;Pedido de cancelamento
341975;4,50392E+13;TVSBT CANAL 04 DE SÃO PAULO S/A;TVSBT;Autogestão;02/02/1999;26/02/2007;Pedido de cancelamento
6769;3,30618E+13;UBF GARANTIAS & SEGUROS S/A;;Seguradora;16/12/1998;19/11/2001;Pedido de cancelamento
413437;4,07716E+12;UFFE ASSISTÊNCIA À SAÚDE;UFFE SAÚDE;Autogestão;04/04/2001;13/09/2011;Pedido de cancelamento
346578;2,47603E+12;ULTRAFERTIL S.A;ULTRAFERTIL;Autogestão;04/01/1999;18/02/2004;Pedido de cancelamento
412091;3,33135E+12;UNI - UNIDADE DE ODONTOLOGIA E MEDICINA INTEGRADA LTDA.;BELLCLIN;Medicina de Grupo;01/09/2000;16/03/2012;Deliberação de Diretoria Colegiada
412856;1,9743E+12;UNI-FAMÍLIA LTDA;CENTRO MÉDICO E ODONTOLÓGICO;Administradora;21/12/2000;19/11/2003;Empresa operava com Sistema de Desconto
308463;2,36756E+12;UNIAO DOS MÉDICOS DO NORDESTE DO PARA - COOPERATIVA DE TRABALHO ;UNIMED NORDESTE DO PARA;Cooperativa Médica;21/12/1998;05/02/2010;Descumprimento da RN n.º 100/2005
36243;2,32785E+12;UNIBAHIA-AIR  ADM. PARTICIPAÇÕES E SERV. MED. DE URGENCIA LTDA.;UNIBAHIA;Medicina de Grupo;19/01/1999;29/10/1999;Descumprimento da Circular SUSEP no. 77/1999
5983;3,31662E+13;UNIBANCO SEGUROS S/A;UNISEG;Seguradora;16/12/1998;04/03/2002;Adequação à Lei no. 10.185/2001
412881;8,33669E+13;UNIBRAS UNIAO BRASILEIRA DE ASSISTENCIA;UNIBRAS;Autogestão;22/12/2000;25/06/2003;Pedido de cancelamento
408701;2,93374E+12;UNICA COOPERATIVA DE ATENDIMENTO ODONTOLÓGICO LTDA;ÚNICA COOPERATIVA DE ATENDIMENTO ODOTOLÓGICO LTDA;Cooperativa odontológica;05/10/1999;09/03/2016;Deliberação de Diretoria Colegiada
370304;3,53736E+11;UNICLINICA CLINICA MÉDICA LTDA;UNICLINICA;Medicina de Grupo;12/01/1999;25/05/2009;Descumprimento da RN n.º 100/2005
380563;3,72863E+12;UNICLINICAS DE ANAPOLIS LTDA..;UNICLINICAS;Medicina de Grupo;03/02/1999;16/04/2012;Pedido de cancelamento
347744;7,61041E+13;UNICLINICAS PLANO DE SAÚDE LTDA;UNICLÍNICAS PLANOS DE SAÚDE;Medicina de Grupo;22/12/1998;17/09/2012;Deliberação de Diretoria Colegiada
405469;6,40468E+13;UNID UNIDADE INTEGRADA DE DIAGNOSTICOS SC LTDA;;Medicina de Grupo;25/06/1999;29/11/2001;Pedido de cancelamento
322113;2,56332E+12;UNIDADE DE ASSISTENCIA E APOIO A SAUDE FAMILIAR LTDA;UNIMAX SAÚDE;Medicina de Grupo;12/01/1999;22/10/2002;Ausência de operação
401994;6,22673E+13;UNIDADE DE CIRURGIA PEDIATRICA S/C LTDA;;Medicina de Grupo;12/03/1999;03/08/2001;Pedido de cancelamento
413933;4,03442E+12;UNIDASODONTO PLANO DE ASSISTENCIA ODONTOLOGICA LTDA.;UNIDASODONTO LTDA.;Odontologia de Grupo;13/06/2001;03/11/2020;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
33755;2,45999E+12;UNIDENT ASSITENCIA ODONTOLOGICA S/C LTDA;UNIDENT;Odontologia de Grupo;23/12/1998;29/10/1999;Pedido de cancelamento
315141;1,64734E+12;UNIDENT ODONTOLOGIA EMPRESARIAL S/C LTDA;UNIDENT ODONTOLOGIA EMPRESARIAL S/C LTDA;Odontologia de Grupo;22/12/1998;21/05/2002;Pedido de cancelamento
357146;2,57876E+12;UNIDENT PLANO DE PREVENÇÃO E SAÚDE ODONTOLÓGICA LTDA;UNIDENTAL;Odontologia de Grupo;07/01/1999;27/01/2011;Pedido de cancelamento
401277;9,00974E+11;UNIDENTAL COOPERATIVA UNIAO DOS DENTISTAS DA GRANDE NATAL;UNIDENTAL;Cooperativa odontológica;02/03/1999;01/04/2021;Descumprimento da RN n.º 100/2005
411558;2,76838E+12;UNIDOCTOR ADMINISTRADORA DE CONVÊNIOS LTDA;UNIDOCTOR;Odontologia de Grupo;23/06/2000;25/01/2017;Deliberação de Diretoria Colegiada
389820;1,59897E+12;UNIDOCTOR ASSISTENCIA MÉDICA S.A.;;Medicina de Grupo;24/12/1998;19/09/2007;Descumprimento da RN n.º 100/2005
337455;5,11722E+13;UNIDONT ASSISTENCIA ODONTOLOGICA S/C LTDA;UNIDONT ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;22/12/1998;30/05/2001;Por incorporação
410438;3,39918E+12;UNIDONTO INTERMEDIAÇÃO EM ASSISTÊNCIA ODONTOLÓGICA LTDA;UNIDONTO ASSISTÊNCIA ODONTOLÓGICA;Administradora;20/01/2000;19/11/2003;Empresa operava com Sistema de Desconto
412147;3,66166E+12;UNIFITO-COOP DE TRAB DOS FISIOT E TERAP OCUP DE AVARÉ E REG;UNIFITO DE AVARÉ;Medicina de Grupo;06/09/2000;15/10/2001;Pedido de cancelamento
348864;4,29467E+13;UNIHOSP - ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL;UNIHOSP;Medicina de Grupo;22/12/1998;20/08/2013;Liquidação Extrajudicial
387797;6,10683E+13;UNILEVER BRASIL LTDA.;UNILEVER;Autogestão;04/01/1999;13/04/2005;Pedido de cancelamento
413402;1,26507E+11;UNILIFE SAÚDE LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL;UNILIFE SAÚDE;Medicina de Grupo;03/04/2001;27/06/2017;Liquidação Extrajudicial
355453;7,56138E+11;UNIMED ABOLIÇAO - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED ABOLIÇAO;Cooperativa Médica;21/12/1998;08/12/2006;Pedido de cancelamento
312649;3,0055E+11;UNIMED AGRESTE MERIDIONAL - COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED AGRESTE MERIDIONAL;Cooperativa Médica;21/12/1998;15/08/2018;Pedido de cancelamento
311341;3,57318E+13;UNIMED ALAGOAS - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABAL;UNIMED ALAGOAS;Cooperativa Médica;21/12/1998;14/02/2006;Pedido de cancelamento
354333;1,13522E+12;UNIMED ALAGOINHAS COOP.DE TRABALHOS MEDICOS;UNIMED ALAGOINHAS;Cooperativa Médica;28/12/1998;19/06/2008;Pedido de cancelamento
349739;9,89693E+11;UNIMED ALEGRETE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED ALEGRETE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚD;Cooperativa Médica;22/12/1998;13/12/2016;Pedido de cancelamento
306959;7,25007E+13;UNIMED ALTO URUGUAI/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED ALTO URUGUAI/RS;Cooperativa Médica;22/12/1998;27/04/2021;Pedido de cancelamento
322547;2,41826E+12;UNIMED ANGRA DOS REIS COOPERATIVA DE TRABALHO MEDICO;UNIMED ANGRA DOS REIS;Cooperativa Médica;21/12/1998;01/11/2019;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
361518;2,10475E+13;UNIMED BETIM COOPERATIVA DE TRABALHO MEDICO;UNIMED BETIM COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;17/12/1998;19/09/2012;Por incorporação
349046;8,64964E+13;UNIMED BOM DESPACHO - COOP. TRABALHO MEDICO;UNIMED BOM DESPACHO - COOP. TRABALHO MEDICO;Cooperativa Médica;17/12/1998;10/12/2001;Por incorporação
325015;7,19255E+13;UNIMED CAMPOS DO JORDAO COOP.TRABALHO MÉDICO;UNIMED CAMPOS DO JORDAO;Cooperativa Médica;17/12/1998;07/06/2010;Pedido de cancelamento
320757;7,90526E+13;UNIMED CENTRO OESTE DO PARANÁ COOP. DE TRAB. MÉDICO LTDA;UNIMED GOIO-ERE- COOP.TRABALHO MÉDICO;Cooperativa Médica;17/12/1998;02/05/2002;Pedido de cancelamento
310964;8,938E+13;UNIMED CENTRO SUL - SOCIEDADE COOP. DE TRAB. MÉDICO LTDA;UNIMED CENTRO SUL;Cooperativa Médica;22/12/1998;20/04/2011;Por incorporação
348899;1,16855E+13;UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA DE TRABALHO MÉDICO LTDA;UNIMED DE IGUATU;Cooperativa Médica;21/12/1998;24/01/2013;Pedido de cancelamento
355356;8,75356E+13;UNIMED CENTRO- RS - SOC COOP DE SERVIÇOS MÉDICOS LTDA;UNIMED CENTRO - RS;Cooperativa Médica;22/12/1998;21/06/2013;Pedido de cancelamento
321711;6,79533E+13;UNIMED COOPERATIVA CENTRAL DE BENS E SERVIÇOS;;Cooperativa Médica;18/12/1998;19/07/2002;Pedido de cancelamento
379344;4,19729E+13;UNIMED DA CHAPADA DIAMANTINA-COOPERATIVA DE TRABALHO MEDICO;UNIMED DA CHAPADA DIAMANTINA;Cooperativa Médica;03/02/1999;21/05/2002;Pedido de cancelamento
335738;1,2609E+12;UNIMED DE AÇAILANDIA - COOPERATIVA DE TRABALHO MÉDICO;UNIMED AÇAILANDIA;Cooperativa Médica;23/12/1998;02/06/2003;Ausência de operação - Deliberação de Diretoria Colegiada
322261;1,33429E+13;UNIMED DE FEIRA DE SANTANA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE FEIRA DE SANTANA;Cooperativa Médica;21/12/1998;18/11/2019;Pedido de cancelamento
351032;7,17965E+13;UNIMED DE JALES COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE JALES;Cooperativa Médica;17/12/1998;23/05/2012;Pedido de cancelamento
321036;1,32469E+13;UNIMED DE JEQUIÉ COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL;UNIMED DE JEQUIE COOPERATIVA DE TRABALHO MEDICO;Cooperativa Médica;21/12/1998;01/02/2016;Liquidação Extrajudicial
312509;1,08538E+12;UNIMED DE PAULO AFONSO COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL;UNIMED PAULO AFONSO;Cooperativa Médica;21/12/1998;06/02/2017;Liquidação Extrajudicial
316326;2,38233E+13;UNIMED DE PIRAPORA COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE PIRAPORA COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;18/12/1998;04/05/2007;Pedido de cancelamento
409995;3,43861E+12;UNIMED DE PITANGUEIRAS COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE PITANGUEIRAS;Cooperativa Médica;26/11/1999;07/03/2014;Pedido de cancelamento
332127;7,38312E+13;UNIMED DE PORANGATU COOPERATIVA DE TRABALHO MEDICO;UNIMED DE PORANGATU;Cooperativa Médica;24/12/1998;06/03/2008;Pedido de cancelamento
344150;1,54585E+12;UNIMED DE SERTAOZINHO -  COOPERATIVA DE TRABALHO MÉDICO;UNIMED DE SERTAOZINHO;Cooperativa Médica;18/12/1998;22/11/2018;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
31728;8,14163E+13;UNIMED DE VERDE VALE- COOP.TRABALHO MED. LTDA;UNIMED VERDE VALE;Cooperativa Médica;17/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
345270;4,41834E+13;UNIMED DO ABC - COOPERATIVA DE TRABALHO MÉDICO;;Cooperativa Médica;22/12/1998;15/09/2017;Pedido de cancelamento
356191;3,56437E+13;UNIMED DO ALTO OESTE POTIGUAR - COOPERATIVA DE TRABALHOS MÉDICOS;UNIMED DO ALTO OESTE POTIGUAR COOPERATIVA DE TRAB.MEDICO;Cooperativa Médica;21/12/1998;13/08/2014;Deliberação de Diretoria Colegiada
316741;7,55186E+11;UNIMED DO ESTADO DE MATO GROSSO DO SUL - FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;FEDERAÇAO DAS UNIMED'S DE MATO GROSSO DO SUL;Cooperativa Médica;24/12/1998;11/01/2022;Pedido de cancelamento
306665;7,42441E+13;UNIMED DO GUARUJÁ COOPERATIVA DE TRABALHO MÉDICO;UNIMED DO GUARUJÁ COOPERATIVA DE TRABALHO MÉDICO;Cooperativa Médica;18/12/1998;27/06/2017;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
323900;3,76329E+13;UNIMED DO NORTE GOIANO COOP DE TRAB MEDICO;UNIMED DO NORTE GOIANO COOP DE TRAB MEDICO;Cooperativa Médica;24/12/1998;10/08/2007;Descumprimento da RN n.º 100/2005
337056;3,78764E+13;UNIMED DO OESTE GOIANO COOPERATIVA DE TRABALHO MEDICO;UNIMED IPORA;Cooperativa Médica;24/12/1998;27/02/2009;Descumprimento da RN n.º 100/2005
348406;2,43688E+13;UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO;FURN;Cooperativa Médica;23/12/1998;31/05/2021;Pedido de cancelamento
358479;3,72706E+13;UNIMED DO VALE SÃO PATRÍCIO COOPERATIVA DE TRABALHO MÉDICO;UNIMED DO VALE SAO PATRICIO;Cooperativa Médica;24/12/1998;26/09/2006;Pedido de cancelamento
347361;1,40958E+12;UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPERATIVAS MÉDICAS DO CENTRO-OESTE E TOCANTINS;UNIMED CENTRO-OESTE E TOCANTINS;Cooperativa Médica;24/12/1998;06/04/2022;Liquidação Extrajudicial
324205;4,5168E+11;UNIMED FERRABRAZ SOC. COOP. DE TRABALHO MÉDICO LTDA;UNIMED FERRABRAZ;Cooperativa Médica;22/12/1998;01/11/2007;Pedido de cancelamento
321877;1,47608E+12;UNIMED GOIANÉSIA COOPERATIVA DE TRABALHO MÉDICO LTDA.;UNIMED GOIANÉSIA;Cooperativa Médica;24/12/1998;02/02/2006;Pedido de cancelamento
347230;6,32021E+13;UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDICO;;Cooperativa Médica;21/12/1998;13/12/2019;Pedido de cancelamento
302571;1,72363E+12;UNIMED INTRAF.-FED. REG. RIOS DOCE, JEQUITINHONHA E MUCURI;UNIMED REGIONAL  DO LESTE/NORDESTE MINEIRO;Cooperativa Médica;30/12/1998;06/04/2001;Pedido de cancelamento
302856;2,55872E+12;UNIMED INTRAFEDERAT.FEDERAÇÃO DAS COOP.DO NORTE DO PARANA;UNIMED INTRAFEDERATIVA;Cooperativa Médica;15/01/1999;02/05/2002;Pedido de cancelamento
310018;1,72234E+12;UNIMED INTRAFEDERATIVA FED REG. DAS UNIMED S DA ZONA DA MATA MINEIRA;UNIMED INTRAFEDERATIVA;Cooperativa Médica;17/12/1998;05/09/2005;Pedido de cancelamento
346942;1,52939E+12;UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG MIN ALTO PARANAIBA;FEDERAÇÃO INTRAFEDERATIVA TRIANGULO MINEIRO E ALTO PARANAÍBA;Cooperativa Médica;17/12/1998;08/12/2006;Pedido de cancelamento
364096;1,86892E+12;UNIMED INTRAFEDERATIVA FEDERAÇÃO INCONFIDÊNCIA MINEIRA;INTRAFEDERATIVA INCONFIDÊNCIA MINEIRA;Cooperativa Médica;16/12/1998;19/07/2002;Pedido de cancelamento
357065;1,32457E+13;UNIMED ITABUNA COOPERATIVA DE TRABALHO MEDICO;UNIMED ITABUNA;Cooperativa Médica;21/12/1998;05/08/2020;Pedido de cancelamento
316172;7,34249E+13;UNIMED ITAQUI RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;UNIMED ITAQUI/RS;Cooperativa Médica;22/12/1998;23/12/2015;Pedido de cancelamento
366811;1,02252E+13;UNIMED MACAPA COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL;UNIMED MACAPA;Cooperativa Médica;21/12/1998;28/01/2019;Liquidação Extrajudicial
